,product,category,sub_category,brand,sale_price,market_price,image_url,p_url,type,eancode,rating,description
805,Baby Soap,Baby Care,Baby Bath & Hygiene,Johnson's baby,90.25,95,https://www.bigbasket.com/media/uploads/p/s/299670_17-johnsons-baby-baby-soap.jpg,https://www.bigbasket.com/pd/299670/johnsons-baby-baby-soap-150-g/,Baby Bath,8901012116661,4.4,"Johnson's baby soap is enriched with Vitamin E. Easy to grip bar for bathing your newborn, recommended by the doctors. No Sulfates, No Parabens, No Dyes. Johnson's baby soap has a rich, creamy lather that gently cleanses and helps keep your baby's skin soft and supple. Preserves baby's natural skin moisture. Clinically mildness proven."
806,Baby Lotion,Baby Care,Baby Bath & Hygiene,Himalaya Baby,257,290,https://www.bigbasket.com/media/uploads/p/s/20002821_3-himalaya-baby-baby-lotion.jpg,https://www.bigbasket.com/pd/20002821/himalaya-baby-baby-lotion-400-ml/,Baby Creams & Lotions,8901138512583,4.3,"Himalaya Baby Lotion enriched with olive oil and almond oil, this fast absorbing daily use lotion provides and nourishes long lasting moisture to your baby's frail skin. It keeps your baby's skin supple and soft and protects it from illness. It combines logically derived ingredients to softly moisturize frail skin, leave-taking it soft every day long."
807,Buds,Baby Care,Baby Bath & Hygiene,Johnson's baby,83.16,90,https://www.bigbasket.com/media/uploads/p/s/264003_12-johnsons-baby-buds.jpg,https://www.bigbasket.com/pd/264003/johnsons-baby-buds-75-stems150-swabs/,Baby Buds,Invalid Code,4.4,"Johnsons Cotton Buds are greatest for you. These buds are completed from only 100% pure cotton so they are obviously absorbent and gentle on ears. It provides your ears thorough cleaning and takes out all the ear wax. It is also perfect for applying or removing make-up.  For Beauty tips, tricks & more visitÃƒÆ’â‚¬Å¡Ãƒâ€šÂ https://bigbasket.blog/"
808,Baby Soap - Extra Moisturizing,Baby Care,Baby Bath & Hygiene,Himalaya Baby,50,50,https://www.bigbasket.com/media/uploads/p/s/40013518_6-himalaya-baby-baby-soap-extra-moisturizing.jpg,https://www.bigbasket.com/pd/40013518/himalaya-baby-baby-soap-extra-moisturizing-75-g-carton/,Baby Bath,,4.4,"EAN Code: 8901138822217  Manufactured & Marketed by: The Himalaya Drug Company,Makali,Bangalore-562162  Country of origin: India  Best before 05-12-2022  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com"
809,Baby Soap - Gentle  4X75 Gm,Baby Care,Baby Bath & Hygiene,Himalaya Baby,150,150,https://www.bigbasket.com/media/uploads/p/s/40110176_7-himalaya-baby-baby-soap-gentle-4x75-gm.jpg,https://www.bigbasket.com/pd/40110176/himalaya-baby-baby-soap-gentle-4x75-gm-300-g/,Baby Bath,8901138836955,4.3,"Himalayas Extra Moisturizing Baby Soap is designed to effectively manage infantile xerosis or excessive dry skin in babies. Indian Aloe, Almond Oil and Olive Oil work together to nourish and maintain the moisture equilibrium of babys skin. Milk softens and improves the skins texture. Ideal for use during the winter, Extra Moisturizing Baby Soap is free from artificial colours."
810,Baby Cream,Baby Care,Baby Bath & Hygiene,Himalaya Baby,214,260,https://www.bigbasket.com/media/uploads/p/s/40017043_4-himalaya-baby-baby-cream.jpg,https://www.bigbasket.com/pd/40017043/himalaya-baby-baby-cream-200-ml/,Baby Creams & Lotions,Invalid Code,4.3,"A Specially formulated soft cream for dry cheeks, tender noses, rubbed elbows and knees. Olive Oil improves Skin lustre, Country Mallow, an anti-oxidant, protects and soothes skin."
811,Berry Blast Toothpaste For Kids,Baby Care,Baby Bath & Hygiene,Mamaearth,149,149,https://www.bigbasket.com/media/uploads/p/s/40144735_3-mamaearth-berry-blast-toothpaste-for-kids.jpg,https://www.bigbasket.com/pd/40144735/mamaearth-berry-blast-toothpaste-for-kids-50-g/,Baby Oral Care,Invalid Code,4.3,"Hi! I am Mamaearths toothpaste. I love to see your baby smile. I am fluoride free and SLS free, so you dont need to worry if more toothpaste ends up in your babys tummy than in the sink. I remove plaque and taste awesome. I am thoughtfully formulated with high-quality ingredients like Xylitol, Aloe and Stevia. Introduce me to your babies, I will strengthen their gums and be their best friend forever."
812,Baby Lotion,Baby Care,Baby Bath & Hygiene,Johnson's baby,342,360,https://www.bigbasket.com/media/uploads/p/s/280965_17-johnsons-baby-baby-lotion.jpg,https://www.bigbasket.com/pd/280965/johnsons-baby-baby-lotion-500-ml/,Baby Creams & Lotions,8901012116869,4.3,"Johnson's baby lotion is suitable for a newborn. With 24 hour moisture, prevents moisture loss and protects baby's skin barrier.
Baby soft skin, all day long, it has a non-greasy formula for quick absorption.
Clinically mildness proven. It is made with natural plant oil.
Recommended by doctors, it is pH balanced and hypoallergenic.
No added parabens, sulfates or dyes."
813,Baby Shampoo - Gentle,Baby Care,Baby Bath & Hygiene,Himalaya Baby,90,90,https://www.bigbasket.com/media/uploads/p/s/40018874_4-himalaya-baby-baby-shampoo-gentle.jpg,https://www.bigbasket.com/pd/40018874/himalaya-baby-baby-shampoo-gentle-100-ml-bottle/,Baby Oil & Shampoo,Invalid Code,4.3,"A Specially formulated mild shampoo that gently cleanes the hair making it soft, shiny and easy to manage. Hibiscus extract Softens hair, natural protein fron Chickpea gives shine and Khus-Khus cools the scalp."
814,Baby Wash Top-To-Toe,Baby Care,Baby Bath & Hygiene,Johnson's baby,558.36,660,https://www.bigbasket.com/media/uploads/p/s/1214111_1-johnsons-baby-baby-wash-top-to-toe.jpg,https://www.bigbasket.com/pd/1214111/johnsons-baby-baby-wash-top-to-toe-2x500-ml/,Baby Bath,Invalid Code,4.4,"Johnson's Baby Top to Toe bath is as mild as pure water. Johnson's baby bath is Hospital's choice for the baby's 1st bath. Perfectly pH balanced for newborn skin, it is 100% soap-free. Hypoallergenic and clinically mildness is proven. Recommended by doctors. No Parabens, No Sulfates, No Dye. Every Johnson’s product passes a 5-level safety assurance process and has no harmful chemicals."
815,Baby Powder,Baby Care,Baby Bath & Hygiene,Himalaya Baby,53,72,https://www.bigbasket.com/media/uploads/p/s/100014839_4-himalaya-baby-baby-powder.jpg,https://www.bigbasket.com/pd/100014839/himalaya-baby-baby-powder-100-g-bottle/,Baby Powder,8901138511814,4.4,"Himalaya offers a yielding and cool baby powder that revives and cools your baby's skin and keeps it dried out. It augmented with the cooling extracts of Olive and Sandal, it revives the baby's skin and keeps it dehydrated, yielding and soft. It averts body odour."
816,"Body Wash - Deeply Nourishing For Babies, 0-5 years",Baby Care,Baby Bath & Hygiene,Mamaearth,199,199,https://www.bigbasket.com/media/uploads/p/s/40102626_2-mamaearth-body-wash-deeply-nourishing-for-babies-0-5-years.jpg,https://www.bigbasket.com/pd/40102626/mamaearth-body-wash-deeply-nourishing-for-babies-0-5-years-200-ml/,Baby Bath,8906087770046,4.3,"Bath time is the fun time with the bubbles floating around and water splashing over the tub. Mamaearths nourishing body wash has the best ingredients from nature like Aloe Vera, which helps moisturise and Allantoin, which helps soothe your babys body and wash away the dirt and grime. Glycerin extracted from coconut oil helps in nourishing the skin and increases the moisture content in your babys skin. Orange essential oil not only provides a delightfully delicious bath but also gives your little one a fresh and clean feeling all through the day. Our body wash is MadeSafe Certified which makes it the safest and the best body wash you could choose for your munchkin."
817,Orange Toothpaste For Kids,Baby Care,Baby Bath & Hygiene,Mamaearth,149,149,https://www.bigbasket.com/media/uploads/p/s/40179968_4-mamaearth-orange-toothpaste-for-kids.jpg,https://www.bigbasket.com/pd/40179968/mamaearth-orange-toothpaste-for-kids-50-g/,Baby Oral Care,Invalid Code,4.3,"Mamaearth brings to you this awesome orange toothpaste. It is SLS free and completely safe for your baby’s teeth. Fluoride ensures that your baby’s teeth are strengthened from the very time they learn to spit the foam out. This toothpaste ensures removal of plaque and tastes awesome. Thoughtfully formulated with high-quality ingredients like Xylitol and Stevia, it is sure to strengthen your little one's gums and maintain complete oral hygiene."
818,Baby Cream,Baby Care,Baby Bath & Hygiene,Johnson's baby,75,75,https://www.bigbasket.com/media/uploads/p/s/260997_10-johnsons-baby-baby-cream.jpg,https://www.bigbasket.com/pd/260997/johnsons-baby-baby-cream-50-g/,Baby Creams & Lotions,8901012116814,4.5,Johnsons Baby Cream is a non-greasy formula that moisturizes to the deep layers of babys delicate skin. You can use the cream anywhere and anytime. It protects your babys skin against skin irritation that are generally caused by excessive wetness and windburn.
819,Gentle Baby Soap,Baby Care,Baby Bath & Hygiene,Himalaya,72,72,https://www.bigbasket.com/media/uploads/p/s/40151005_5-himalaya-gentle-baby-soap.jpg,https://www.bigbasket.com/pd/40151005/himalaya-gentle-baby-soap-125-g/,Baby Bath,8901138512606,4.4,"Himalaya Gentle Baby Soap is formulated to gently cleanse and condition your baby's skin, leaving it soft and hydrated. The goodness of Olive Oil and Almond Oil, are infused into in the soap. Making it ideal for daily use."
820,Baby Oil With Vitamin E,Baby Care,Baby Bath & Hygiene,Johnson's baby,702.18,830,https://www.bigbasket.com/media/uploads/p/s/1214110_1-johnsons-baby-baby-oil-with-vitamin-e.jpg,https://www.bigbasket.com/pd/1214110/johnsons-baby-baby-oil-with-vitamin-e-2x500-ml/,Baby Oil & Shampoo,Invalid Code,4.4,"Johnson's Baby oil for massage is enriched with Vitamin E.
Johnson's baby oil is formulated to spread easily on newborn baby skin.
Dermatologically tested for allergies
Recommended by doctors.
No Sulfates, No Parabens, No Dyes. It is non-sticky and so pure that you can see through it.
Use Johnson's baby oil for massaging your baby's soft, smooth skin."
821,"Baby Shampoo - Gentle Cleansing, 0-5 years",Baby Care,Baby Bath & Hygiene,Mamaearth,199,199,https://www.bigbasket.com/media/uploads/p/s/40102625_2-mamaearth-baby-shampoo-gentle-cleansing-0-5-years.jpg,https://www.bigbasket.com/pd/40102625/mamaearth-baby-shampoo-gentle-cleansing-0-5-years-200-ml/,Baby Oil & Shampoo,8906087770022,4.1,"Hi! I am Mama Earths shampoo. I understand that shampooing is no easy task and involves real cleaning. Well, I am here for you. Let your baby enjoy my thick, soft and instant foam while I gently cleanse hair and scalp. My 100% toxin-free formula gives your baby soft and nourished hair. I take special care not to irritate those sensitive eyes and be gentle on skin. You know I would do anything for your little one, do not you?"
